;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 7/27/2016 10:22:29 AM
;----------------------------------------------

;Address Opcode 	ASM
0x1BEA	0x852B    	LDD        R18, Y+11
0x1BEC	0x853C    	LDD        R19, Y+12
0x1BEE	0xE000    	LDI        R16, 0
0x1BF0	0xE010    	LDI        R17, 0
0x1BF2	0x1702    	CP         R16, R18
0x1BF4	0x0713    	CPC        R17, R19
0x1BF6	0xF4A4    	BRGE       L___Lib_Sprintf__doprntf182
L___Lib_Sprintf__doprntf459:
;__Lib_Sprintf.c,560 :: 		
0x1BF8	0x01F1    	MOVW       R30, R2
0x1BFA	0xE2B0    	LDI        R27, 32
0x1BFC	0x83B0    	ST         Z, R27
0x1BFE	0x0181    	MOVW       R16, R2
0x1C00	0x5F0F    	SUBI       R16, 255
0x1C02	0x4F1F    	SBCI       R17, 255
0x1C04	0x0118    	MOVW       R2, R16
0x1C06	0x8D09    	LDD        R16, Y+25
0x1C08	0x8D1A    	LDD        R17, Y+26
0x1C0A	0x5F0F    	SUBI       R16, 255
0x1C0C	0x4F1F    	SBCI       R17, 255
0x1C0E	0x8F09    	STD        Y+25, R16
0x1C10	0x8F1A    	STD        Y+26, R17
;__Lib_Sprintf.c,561 :: 		
0x1C12	0x850B    	LDD        R16, Y+11
0x1C14	0x851C    	LDD        R17, Y+12
0x1C16	0x5001    	SUBI       R16, 1
0x1C18	0x4010    	SBCI       R17, 0
0x1C1A	0x870B    	STD        Y+11, R16
0x1C1C	0x871C    	STD        Y+12, R17
;__Lib_Sprintf.c,562 :: 		
0x1C1E	0xCFE5    	RJMP       L___Lib_Sprintf__doprntf181
L___Lib_Sprintf__doprntf182:
L___Lib_Sprintf__doprntf180:
;__Lib_Sprintf.c,563 :: 		
0x1C20	0x850D    	LDD        R16, Y+13
0x1C22	0x851E    	LDD        R17, Y+14
0x1C24	0xFF01    	SBRS       R16, 1
0x1C26	0xC017    	RJMP       L___Lib_Sprintf__doprntf183
;__Lib_Sprintf.c,564 :: 		
0x1C28	0x850D    	LDD        R16, Y+13
0x1C2A	0x851E    	LDD        R17, Y+14
0x1C2C	0xFF00    	SBRS       R16, 0
0x1C2E	0xC003    	RJMP       L___Lib_Sprintf__doprntf184
0x1C30	0xE2BD    	LDI        R27, 45
0x1C32	0x83BB    	STD        Y+3, R27
0x1C34	0xC002    	RJMP       L___Lib_Sprintf__doprntf185
L___Lib_Sprintf__doprntf184:
0x1C36	0xE2BB    	LDI        R27, 43
0x1C38	0x83BB    	STD        Y+3, R27
L___Lib_Sprintf__doprntf185:
0x1C3A	0x810B    	LDD        R16, Y+3
0x1C3C	0x01F1    	MOVW       R30, R2
0x1C3E	0x8300    	ST         Z, R16
0x1C40	0x0181    	MOVW       R16, R2
0x1C42	0x5F0F    	SUBI       R16, 255
0x1C44	0x4F1F    	SBCI       R17, 255
0x1C46	0x0118    	MOVW       R2, R16
0x1C48	0x8D09    	LDD        R16, Y+25
0x1C4A	0x8D1A    	LDD        R17, Y+26
0x1C4C	0x5F0F    	SUBI       R16, 255
0x1C4E	0x4F1F    	SBCI       R17, 255
0x1C50	0x8F09    	STD        Y+25, R16
0x1C52	0x8F1A    	STD        Y+26, R17
0x1C54	0xC011    	RJMP       L___Lib_Sprintf__doprntf186
L___Lib_Sprintf__doprntf183:
;__Lib_Sprintf.c,566 :: 		
0x1C56	0x850D    	LDD        R16, Y+13
0x1C58	0x851E    	LDD        R17, Y+14
0x1C5A	0xFF00    	SBRS       R16, 0
0x1C5C	0xC00D    	RJMP       L___Lib_Sprintf__doprntf187
;__Lib_Sprintf.c,567 :: 		
0x1C5E	0x01F1    	MOVW       R30, R2
0x1C60	0xE2B0    	LDI        R27, 32
0x1C62	0x83B0    	ST         Z, R27
0x1C64	0x0181    	MOVW       R16, R2
0x1C66	0x5F0F    	SUBI       R16, 255
0x1C68	0x4F1F    	SBCI       R17, 255
0x1C6A	0x0118    	MOVW       R2, R16
0x1C6C	0x8D09    	LDD        R16, Y+25
0x1C6E	0x8D1A    	LDD        R17, Y+26
0x1C70	0x5F0F    	SUBI       R16, 255
0x1C72	0x4F1F    	SBCI       R17, 255
0x1C74	0x8F09    	STD        Y+25, R16
0x1C76	0x8F1A    	STD        Y+26, R17
L___Lib_Sprintf__doprntf187:
L___Lib_Sprintf__doprntf186:
;__Lib_Sprintf.c,568 :: 		
L___Lib_Sprintf__doprntf179:
;__Lib_Sprintf.c,569 :: 		
L___Lib_Sprintf__doprntf188:
0x1C78	0x851A    	LDD        R17, Y+10
0x1C7A	0x850A    	LDD        R16, Y+10
0x1C7C	0x5001    	SUBI       R16, 1
0x1C7E	0x870A    	STD        Y+10, R16
0x1C80	0x2311    	TST        R17
0x1C82	0xF181    	BREQ       L___Lib_Sprintf__doprntf189
L___Lib_Sprintf__doprntf460:
;__Lib_Sprintf.c,570 :: 		
0x1C84	0x850A    	LDD        R16, Y+10
0x1C86	0x2F20    	MOV        R18, R16
0x1C88	0xE030    	LDI        R19, 0
0x1C8A	0x0F22    	LSL        R18
0x1C8C	0x1F33    	ROL        R19
0x1C8E	0x0F22    	LSL        R18
0x1C90	0x1F33    	ROL        R19
0x1C92	0xE802    	LDI        R16, lo_addr(__Lib_Sprintf_dpowers+0)
0x1C94	0xE21F    	LDI        R17, hi_addr(__Lib_Sprintf_dpowers+0)
0x1C96	0x01F9    	MOVW       R30, R18
0x1C98	0x0FE0    	ADD        R30, R16
0x1C9A	0x1FF1    	ADC        R31, R17
0x1C9C	0x9145    	LPM        R20, Z+
0x1C9E	0x9155    	LPM        R21, Z+
0x1CA0	0x9165    	LPM        R22, Z+
0x1CA2	0x9175    	LPM        R23, Z+
0x1CA4	0x890D    	LDD        R16, Y+21
0x1CA6	0x891E    	LDD        R17, Y+22
0x1CA8	0x892F    	LDD        R18, Y+23
0x1CAA	0x8D38    	LDD        R19, Y+24
0x1CAC	0xE1E0    	LDI        R30, lo_addr(_Div_32x32_U)
0x1CAE	0xE0F2    	LDI        R31, hi_addr(_Div_32x32_U+0)
0x1CB0	0x9509    	ICALL
0x1CB2	0x018B    	MOVW       R16, R22
0x1CB4	0x019C    	MOVW       R18, R24
0x1CB6	0xE04A    	LDI        R20, 10
0x1CB8	0xE050    	LDI        R21, 0
0x1CBA	0xE060    	LDI        R22, 0
0x1CBC	0xE070    	LDI        R23, 0
0x1CBE	0xE1E0    	LDI        R30, lo_addr(_Div_32x32_U)
0x1CC0	0xE0F2    	LDI        R31, hi_addr(_Div_32x32_U+0)
0x1CC2	0x9509    	ICALL
0x1CC4	0x018D    	MOVW       R16, R26
0x1CC6	0x019F    	MOVW       R18, R30
0x1CC8	0x5D00    	SUBI       R16, 208
0x1CCA	0x01F1    	MOVW       R30, R2
0x1CCC	0x8300    	ST         Z, R16
0x1CCE	0x0181    	MOVW       R16, R2
0x1CD0	0x5F0F    	SUBI       R16, 255
0x1CD2	0x4F1F    	SBCI       R17, 255
0x1CD4	0x0118    	MOVW       R2, R16
0x1CD6	0x8D09    	LDD        R16, Y+25
0x1CD8	0x8D1A    	LDD        R17, Y+26
0x1CDA	0x5F0F    	SUBI       R16, 255
0x1CDC	0x4F1F    	SBCI       R17, 255
0x1CDE	0x8F09    	STD        Y+25, R16
0x1CE0	0x8F1A    	STD        Y+26, R17
0x1CE2	0xCFCA    	RJMP       L___Lib_Sprintf__doprntf188
L___Lib_Sprintf__doprntf189:
;__Lib_Sprintf.c,571 :: 		
L___Lib_Sprintf__doprntf190:
0x1CE4	0x892B    	LDD        R18, Y+19
0x1CE6	0x893C    	LDD        R19, Y+20
0x1CE8	0xE000    	LDI        R16, 0
0x1CEA	0xE010    	LDI        R17, 0
0x1CEC	0x1702    	CP         R16, R18
0x1CEE	0x0713    	CPC        R17, R19
0x1CF0	0xF4A4    	BRGE       L___Lib_Sprintf__doprntf191
L___Lib_Sprintf__doprntf461:
;__Lib_Sprintf.c,572 :: 		
0x1CF2	0x01F1    	MOVW       R30, R2
0x1CF4	0xE3B0    	LDI        R27, 48
0x1CF6	0x83B0    	ST         Z, R27
0x1CF8	0x0181    	MOVW       R16, R2
0x1CFA	0x5F0F    	SUBI       R16, 255
0x1CFC	0x4F1F    	SBCI       R17, 255
0x1CFE	0x0118    	MOVW       R2, R16
0x1D00	0x8D09    	LDD        R16, Y+25
0x1D02	0x8D1A    	LDD        R17, Y+26
0x1D04	0x5F0F    	SUBI       R16, 255
0x1D06	0x4F1F    	SBCI       R17, 255
0x1D08	0x8F09    	STD        Y+25, R16
0x1D0A	0x8F1A    	STD        Y+26, R17
;__Lib_Sprintf.c,573 :: 		
0x1D0C	0x890B    	LDD        R16, Y+19
0x1D0E	0x891C    	LDD        R17, Y+20
0x1D10	0x5001    	SUBI       R16, 1
0x1D12	0x4010    	SBCI       R17, 0
0x1D14	0x8B0B    	STD        Y+19, R16
0x1D16	0x8B1C    	STD        Y+20, R17
;__Lib_Sprintf.c,574 :: 		
0x1D18	0xCFE5    	RJMP       L___Lib_Sprintf__doprntf190
L___Lib_Sprintf__doprntf191:
;__Lib_Sprintf.c,575 :: 		
0x1D1A	0x8528    	LDD        R18, Y+8
0x1D1C	0x8539    	LDD        R19, Y+9
0x1D1E	0xE008    	LDI        R16, 8
0x1D20	0xE010    	LDI        R17, 0
0x1D22	0x1702    	CP         R16, R18
0x1D24	0x0713    	CPC        R17, R19
0x1D26	0xF41C    	BRGE       L___Lib_Sprintf__doprntf192
L___Lib_Sprintf__doprntf462:
;__Lib_Sprintf.c,576 :: 		
0x1D28	0xE0B8    	LDI        R27, 8
0x1D2A	0x87BA    	STD        Y+10, R27
0x1D2C	0xC002    	RJMP       L___Lib_Sprintf__doprntf193
L___Lib_Sprintf__doprntf192:
;__Lib_Sprintf.c,578 :: 		
0x1D2E	0x8508    	LDD        R16, Y+8
0x1D30	0x870A    	STD        Y+10, R16
L___Lib_Sprintf__doprntf193:
;__Lib_Sprintf.c,579 :: 		
0x1D32	0x840A    	LDD        R0, Y+10
0x1D34	0xE0B0    	LDI        R27, 0
0x1D36	0x2E1B    	MOV        R1, R27
0x1D38	0x8508    	LDD        R16, Y+8
0x1D3A	0x8519    	LDD        R17, Y+9
0x1D3C	0x1900    	SUB        R16, R0
0x1D3E	0x0911    	SBC        R17, R1
0x1D40	0x8708    	STD        Y+8, R16
0x1D42	0x8719    	STD        Y+9, R17
;__Lib_Sprintf.c,580 :: 		
0x1D44	0x850A    	LDD        R16, Y+10
0x1D46	0x2300    	TST        R16
0x1D48	0xF429    	BRNE       L___Lib_Sprintf__doprntf343
L___Lib_Sprintf__doprntf463:
0x1D4A	0x850D    	LDD        R16, Y+13
0x1D4C	0x851E    	LDD        R17, Y+14
0x1D4E	0xFD13    	SBRC       R17, 3
0x1D50	0xC001    	RJMP       L___Lib_Sprintf__doprntf342
0x1D52	0xC00D    	RJMP       L___Lib_Sprintf__doprntf196
L___Lib_Sprintf__doprntf343:
L___Lib_Sprintf__doprntf342:
;__Lib_Sprintf.c,581 :: 		
0x1D54	0x01F1    	MOVW       R30, R2
0x1D56	0xE2BE    	LDI        R27, 46
0x1D58	0x83B0    	ST         Z, R27
0x1D5A	0x0181    	MOVW       R16, R2
0x1D5C	0x5F0F    	SUBI       R16, 255
0x1D5E	0x4F1F    	SBCI       R17, 255
0x1D60	0x0118    	MOVW       R2, R16
0x1D62	0x8D09    	LDD        R16, Y+25
0x1D64	0x8D1A    	LDD        R17, Y+26
0x1D66	0x5F0F    	SUBI       R16, 255
0x1D68	0x4F1F    	SBCI       R17, 255
0x1D6A	0x8F09    	STD        Y+25, R16
0x1D6C	0x8F1A    	STD        Y+26, R17
L___Lib_Sprintf__doprntf196:
;__Lib_Sprintf.c,583 :: 		
0x1D6E	0x927F    	PUSH       R7
0x1D70	0x926F    	PUSH       R6
0x1D72	0x925F    	PUSH       R5
0x1D74	0x924F    	PUSH       R4
0x1D76	0x923F    	PUSH       R3
0x1D78	0x922F    	PUSH       R2
0x1D7A	0x842A    	LDD        R2, Y+10
0x1D7C	0xE9E5    	LDI        R30, lo_addr(__Lib_Sprintf_scale)
0x1D7E	0xE0F2    	LDI        R31, hi_addr(__Lib_Sprintf_scale+0)
0x1D80	0x9509    	ICALL
0x1D82	0x902F    	POP        R2
0x1D84	0x903F    	POP        R3
0x1D86	0x904F    	POP        R4
0x1D88	0x905F    	POP        R5
0x1D8A	0x906F    	POP        R6
0x1D8C	0x907F    	POP        R7
0x1D8E	0x923F    	PUSH       R3
0x1D90	0x922F    	PUSH       R2
0x1D92	0x854F    	LDD        R20, Y+15
0x1D94	0x8958    	LDD        R21, Y+16
0x1D96	0x8969    	LDD        R22, Y+17
0x1D98	0x897A    	LDD        R23, Y+18
0x1D9A	0xE4EF    	LDI        R30, lo_addr(_float_fpmul1)
0x1D9C	0xE0F1    	LDI        R31, hi_addr(_float_fpmul1+0)
0x1D9E	0x9509    	ICALL
0x1DA0	0x902F    	POP        R2
0x1DA2	0x903F    	POP        R3
0x1DA4	0xE4EA    	LDI        R30, lo_addr(_float_fpint)
0x1DA6	0xE0F2    	LDI        R31, hi_addr(_float_fpint+0)
0x1DA8	0x9509    	ICALL
0x1DAA	0x8B0D    	STD        Y+21, R16
0x1DAC	0x8B1E    	STD        Y+22, R17
0x1DAE	0x8B2F    	STD        Y+23, R18
0x1DB0	0x8F38    	STD        Y+24, R19
;__Lib_Sprintf.c,584 :: 		
L___Lib_Sprintf__doprntf197:
0x1DB2	0x850A    	LDD        R16, Y+10
0x1DB4	0x2300    	TST        R16
0x1DB6	0xF191    	BREQ       L___Lib_Sprintf__doprntf198
L___Lib_Sprintf__doprntf464:
;__Lib_Sprintf.c,585 :: 		
0x1DB8	0x850A    	LDD        R16, Y+10
0x1DBA	0x5001    	SUBI       R16, 1
0x1DBC	0x870A    	STD        Y+10, R16
0x1DBE	0x2F20    	MOV        R18, R16
0x1DC0	0xE030    	LDI        R19, 0
0x1DC2	0x0F22    	LSL        R18
0x1DC4	0x1F33    	ROL        R19
0x1DC6	0x0F22    	LSL        R18
0x1DC8	0x1F33    	ROL        R19
0x1DCA	0xE802    	LDI        R16, lo_addr(__Lib_Sprintf_dpowers+0)
0x1DCC	0xE21F    	LDI        R17, hi_addr(__Lib_Sprintf_dpowers+0)
0x1DCE	0x01F9    	MOVW       R30, R18
0x1DD0	0x0FE0    	ADD        R30, R16
0x1DD2	0x1FF1    	ADC        R31, R17
0x1DD4	0x9145    	LPM        R20, Z+
0x1DD6	0x9155    	LPM        R21, Z+
0x1DD8	0x9165    	LPM        R22, Z+
0x1DDA	0x9175    	LPM        R23, Z+
0x1DDC	0x890D    	LDD        R16, Y+21
0x1DDE	0x891E    	LDD        R17, Y+22
0x1DE0	0x892F    	LDD        R18, Y+23
0x1DE2	0x8D38    	LDD        R19, Y+24
0x1DE4	0xE1E0    	LDI        R30, lo_addr(_Div_32x32_U)
0x1DE6	0xE0F2    	LDI        R31, hi_addr(_Div_32x32_U+0)
0x1DE8	0x9509    	ICALL
0x1DEA	0x018B    	MOVW       R16, R22
0x1DEC	0x019C    	MOVW       R18, R24
0x1DEE	0xE04A    	LDI        R20, 10
0x1DF0	0xE050    	LDI        R21, 0
0x1DF2	0xE060    	LDI        R22, 0
0x1DF4	0xE070    	LDI        R23, 0
0x1DF6	0xE1E0    	LDI        R30, lo_addr(_Div_32x32_U)
0x1DF8	0xE0F2    	LDI        R31, hi_addr(_Div_32x32_U+0)
0x1DFA	0x9509    	ICALL
0x1DFC	0x018D    	MOVW       R16, R26
0x1DFE	0x019F    	MOVW       R18, R30
0x1E00	0x5D00    	SUBI       R16, 208
0x1E02	0x01F1    	MOVW       R30, R2
0x1E04	0x8300    	ST         Z, R16
0x1E06	0x0181    	MOVW       R16, R2
0x1E08	0x5F0F    	SUBI       R16, 255
0x1E0A	0x4F1F    	SBCI       R17, 255
0x1E0C	0x0118    	MOVW       R2, R16
0x1E0E	0x8D09    	LDD        R16, Y+25
0x1E10	0x8D1A    	LDD        R17, Y+26
0x1E12	0x5F0F    	SUBI       R16, 255
0x1E14	0x4F1F    	SBCI       R17, 255
0x1E16	0x8F09    	STD        Y+25, R16
0x1E18	0x8F1A    	STD        Y+26, R17
0x1E1A	0xCFCB    	RJMP       L___Lib_Sprintf__doprntf197
L___Lib_Sprintf__doprntf198:
;__Lib_Sprintf.c,587 :: 		
L___Lib_Sprintf__doprntf199:
0x1E1C	0x8508    	LDD        R16, Y+8
0x1E1E	0x8519    	LDD        R17, Y+9
0x1E20	0x2FB0    	MOV        R27, R16
0x1E22	0x2BB1    	OR         R27, R17
0x1E24	0xF0A1    	BREQ       L___Lib_Sprintf__doprntf200
L___Lib_Sprintf__doprntf465:
;__Lib_Sprintf.c,588 :: 		
0x1E26	0x01F1    	MOVW       R30, R2
0x1E28	0xE3B0    	LDI        R27, 48
0x1E2A	0x83B0    	ST         Z, R27
0x1E2C	0x0181    	MOVW       R16, R2
0x1E2E	0x5F0F    	SUBI       R16, 255
0x1E30	0x4F1F    	SBCI       R17, 255
0x1E32	0x0118    	MOVW       R2, R16
0x1E34	0x8D09    	LDD        R16, Y+25
0x1E36	0x8D1A    	LDD        R17, Y+26
0x1E38	0x5F0F    	SUBI       R16, 255
0x1E3A	0x4F1F    	SBCI       R17, 255
0x1E3C	0x8F09    	STD        Y+25, R16
0x1E3E	0x8F1A    	STD        Y+26, R17
;__Lib_Sprintf.c,589 :: 		
0x1E40	0x8508    	LDD        R16, Y+8
0x1E42	0x8519    	LDD        R17, Y+9
0x1E44	0x5001    	SUBI       R16, 1
0x1E46	0x4010    	SBCI       R17, 0
0x1E48	0x8708    	STD        Y+8, R16
0x1E4A	0x8719    	STD        Y+9, R17
;__Lib_Sprintf.c,590 :: 		
0x1E4C	0xCFE7    	RJMP       L___Lib_Sprintf__doprntf199
L___Lib_Sprintf__doprntf200:
;__Lib_Sprintf.c,591 :: 		
0x1E4E	0x850D    	LDD        R16, Y+13
0x1E50	0x851E    	LDD        R17, Y+14
0x1E52	0xFF03    	SBRS       R16, 3
0x1E54	0xC01D    	RJMP       L___Lib_Sprintf__doprntf345
0x1E56	0x852B    	LDD        R18, Y+11
0x1E58	0x853C    	LDD        R19, Y+12
0x1E5A	0xE000    	LDI        R16, 0
0x1E5C	0xE010    	LDI        R17, 0
0x1E5E	0x1702    	CP         R16, R18
0x1E60	0x0713    	CPC        R17, R19
0x1E62	0xF4B4    	BRGE       L___Lib_Sprintf__doprntf344
L___Lib_Sprintf__doprntf466:
L___Lib_Sprintf__doprntf302:
;__Lib_Sprintf.c,592 :: 		
L___Lib_Sprintf__doprntf204:
;__Lib_Sprintf.c,593 :: 		
0x1E64	0x01F1    	MOVW       R30, R2
0x1E66	0xE2B0    	LDI        R27, 32
0x1E68	0x83B0    	ST         Z, R27
0x1E6A	0x0181    	MOVW       R16, R2
0x1E6C	0x5F0F    	SUBI       R16, 255
0x1E6E	0x4F1F    	SBCI       R17, 255
0x1E70	0x0118    	MOVW       R2, R16
0x1E72	0x8D09    	LDD        R16, Y+25
0x1E74	0x8D1A    	LDD        R17, Y+26
0x1E76	0x5F0F    	SUBI       R16, 255
0x1E78	0x4F1F    	SBCI       R17, 255
0x1E7A	0x8F09    	STD        Y+25, R16
0x1E7C	0x8F1A    	STD        Y+26, R17
;__Lib_Sprintf.c,594 :: 		
0x1E7E	0x850B    	LDD        R16, Y+11
0x1E80	0x851C    	LDD        R17, Y+12
0x1E82	0x5001    	SUBI       R16, 1
0x1E84	0x4010    	SBCI       R17, 0
0x1E86	0x870B    	STD        Y+11, R16
0x1E88	0x871C    	STD        Y+12, R17
0x1E8A	0x2FB0    	MOV        R27, R16
0x1E8C	0x2BB1    	OR         R27, R17
0x1E8E	0xF751    	BRNE       L___Lib_Sprintf__doprntf204
L___Lib_Sprintf__doprntf467:
;__Lib_Sprintf.c,591 :: 		
L___Lib_Sprintf__doprntf345:
L___Lib_Sprintf__doprntf344:
;__Lib_Sprintf.c,595 :: 		
0x1E90	0xE0E4    	LDI        R30, L___Lib_Sprintf__doprntf10
0x1E92	0xE0F5    	LDI        R31, hi_addr(L___Lib_Sprintf__doprntf10)
0x1E94	0x9409    	IJMP
;__Lib_Sprintf.c,596 :: 		
L___Lib_Sprintf__doprntf72:
;__Lib_Sprintf.c,598 :: 		
0x1E96	0x850D    	LDD        R16, Y+13
0x1E98	0x851E    	LDD        R17, Y+14
0x1E9A	0x7C00    	ANDI       R16, 192
0x1E9C	0x7010    	ANDI       R17, 0
0x1E9E	0x3010    	CPI        R17, 0
0x1EA0	0xF409    	BRNE       L___Lib_Sprintf__doprntf468
0x1EA2	0x3000    	CPI        R16, 0
L___Lib_Sprintf__doprntf468:
0x1EA4	0xF009    	BREQ       L___Lib_Sprintf__doprntf469
0x1EA6	0xC052    	RJMP       L___Lib_Sprintf__doprntf207
L___Lib_Sprintf__doprntf469:
;__Lib_Sprintf.c,600 :: 		
0x1EA8	0x850D    	LDD        R16, Y+13
0x1EAA	0x851E    	LDD        R17, Y+14
0x1EAC	0xFF04    	SBRS       R16, 4
0x1EAE	0xC015    	RJMP       L___Lib_Sprintf__doprntf208
;__Lib_Sprintf.c,601 :: 		
0x1EB0	0x01F3    	MOVW       R30, R6
0x1EB2	0x9101    	LD         R16, Z+
0x1EB4	0x9111    	LD         R17, Z+
0x1EB6	0x01F8    	MOVW       R30, R16
0x1EB8	0x9101    	LD         R16, Z+
0x1EBA	0x9111    	LD         R17, Z+
0x1EBC	0x9121    	LD         R18, Z+
0x1EBE	0x9131    	LD         R19, Z+
0x1EC0	0x8B0D    	STD        Y+21, R16
0x1EC2	0x8B1E    	STD        Y+22, R17
0x1EC4	0x8B2F    	STD        Y+23, R18
0x1EC6	0x8F38    	STD        Y+24, R19
0x1EC8	0x01F3    	MOVW       R30, R6
0x1ECA	0x9101    	LD         R16, Z+
0x1ECC	0x9111    	LD         R17, Z+
0x1ECE	0x5F0C    	SUBI       R16, 252
0x1ED0	0x4F1F    	SBCI       R17, 255
0x1ED2	0x01F3    	MOVW       R30, R6
0x1ED4	0x9301    	ST         Z+, R16
0x1ED6	0x9311    	ST         Z+, R17
0x1ED8	0xC016    	RJMP       L___Lib_Sprintf__doprntf209
L___Lib_Sprintf__doprntf208:
;__Lib_Sprintf.c,604 :: 		
0x1EDA	0x01F3    	MOVW       R30, R6
0x1EDC	0x9101    	LD         R16, Z+
0x1EDE	0x9111    	LD         R17, Z+
0x1EE0	0x01F8    	MOVW       R30, R16
0x1EE2	0x9101    	LD         R16, Z+
0x1EE4	0x9111    	LD         R17, Z+
0x1EE6	0xE020    	LDI        R18, 0
0x1EE8	0xFD17    	SBRC       R17, 7
0x1EEA	0xEF2F    	LDI        R18, 255
0x1EEC	0x2F32    	MOV        R19, R18
0x1EEE	0x8B0D    	STD        Y+21, R16
0x1EF0	0x8B1E    	STD        Y+22, R17
0x1EF2	0x8B2F    	STD        Y+23, R18
0x1EF4	0x8F38    	STD        Y+24, R19
0x1EF6	0x01F3    	MOVW       R30, R6
0x1EF8	0x9101    	LD         R16, Z+
0x1EFA	0x9111    	LD         R17, Z+
0x1EFC	0x5F0E    	SUBI       R16, 254
0x1EFE	0x4F1F    	SBCI       R17, 255
0x1F00	0x01F3    	MOVW       R30, R6
0x1F02	0x9301    	ST         Z+, R16
0x1F04	0x9311    	ST         Z+, R17
L___Lib_Sprintf__doprntf209:
;__Lib_Sprintf.c,605 :: 		
0x1F06	0x894D    	LDD        R20, Y+21
0x1F08	0x895E    	LDD        R21, Y+22
0x1F0A	0x896F    	LDD        R22, Y+23
0x1F0C	0x8D78    	LDD        R23, Y+24
0x1F0E	0xE000    	LDI        R16, 0
0x1F10	0xE010    	LDI        R17, 0
0x1F12	0xE020    	LDI        R18, 0
0x1F14	0xE030    	LDI        R19, 0
0x1F16	0x1740    	CP         R20, R16
0x1F18	0x0751    	CPC        R21, R17
0x1F1A	0x0762    	CPC        R22, R18
0x1F1C	0x0773    	CPC        R23, R19
0x1F1E	0xF4AC    	BRGE       L___Lib_Sprintf__doprntf210
L___Lib_Sprintf__doprntf470:
;__Lib_Sprintf.c,606 :: 		
0x1F20	0x850D    	LDD        R16, Y+13
0x1F22	0x851E    	LDD        R17, Y+14
0x1F24	0x6003    	ORI        R16, 3
0x1F26	0x870D    	STD        Y+13, R16
0x1F28	0x871E    	STD        Y+14, R17
;__Lib_Sprintf.c,607 :: 		
0x1F2A	0x880D    	LDD        R0, Y+21
0x1F2C	0x881E    	LDD        R1, Y+22
0x1F2E	0xE000    	LDI        R16, 0
0x1F30	0xE010    	LDI        R17, 0
0x1F32	0x1900    	SUB        R16, R0
0x1F34	0x0911    	SBC        R17, R1
0x1F36	0x880F    	LDD        R0, Y+23
0x1F38	0x8C18    	LDD        R1, Y+24
0x1F3A	0xE020    	LDI        R18, 0
0x1F3C	0xE030    	LDI        R19, 0
0x1F3E	0x0920    	SBC        R18, R0
0x1F40	0x0931    	SBC        R19, R1
0x1F42	0x8B0D    	STD        Y+21, R16
0x1F44	0x8B1E    	STD        Y+22, R17
0x1F46	0x8B2F    	STD        Y+23, R18
0x1F48	0x8F38    	STD        Y+24, R19
;__Lib_Sprintf.c,608 :: 		
L___Lib_Sprintf__doprntf210:
;__Lib_Sprintf.c,609 :: 		
0x1F4A	0xC02C    	RJMP       L___Lib_Sprintf__doprntf211
L___Lib_Sprintf__doprntf207:
;__Lib_Sprintf.c,612 :: 		
0x1F4C	0x850D    	LDD        R16, Y+13
0x1F4E	0x851E    	LDD        R17, Y+14
0x1F50	0xFF04    	SBRS       R16, 4
0x1F52	0xC015    	RJMP       L___Lib_Sprintf__doprntf212
;__Lib_Sprintf.c,613 :: 		
0x1F54	0x01F3    	MOVW       R30, R6
0x1F56	0x9101    	LD         R16, Z+
0x1F58	0x9111    	LD         R17, Z+
0x1F5A	0x01F8    	MOVW       R30, R16
0x1F5C	0x9101    	LD         R16, Z+
0x1F5E	0x9111    	LD         R17, Z+
0x1F60	0x9121    	LD         R18, Z+
0x1F62	0x9131    	LD         R19, Z+
0x1F64	0x8B0D    	STD        Y+21, R16
0x1F66	0x8B1E    	STD        Y+22, R17
0x1F68	0x8B2F    	STD        Y+23, R18
0x1F6A	0x8F38    	STD        Y+24, R19
0x1F6C	0x01F3    	MOVW       R30, R6
0x1F6E	0x9101    	LD         R16, Z+
0x1F70	0x9111    	LD         R17, Z+
0x1F72	0x5F0C    	SUBI       R16, 252
0x1F74	0x4F1F    	SBCI       R17, 255
0x1F76	0x01F3    	MOVW       R30, R6
0x1F78	0x9301    	ST         Z+, R16
0x1F7A	0x9311    	ST         Z+, R17
0x1F7C	0xC013    	RJMP       L___Lib_Sprintf__doprntf213
L___Lib_Sprintf__doprntf212:
;__Lib_Sprintf.c,616 :: 		
0x1F7E	0x01F3    	MOVW       R30, R6
0x1F80	0x9101    	LD         R16, Z+
0x1F82	0x9111    	LD         R17, Z+
0x1F84	0x01F8    	MOVW       R30, R16
0x1F86	0x9101    	LD         R16, Z+
0x1F88	0x9111    	LD         R17, Z+
0x1F8A	0x8B0D    	STD        Y+21, R16
0x1F8C	0x8B1E    	STD        Y+22, R17
0x1F8E	0xE0B0    	LDI        R27, 0
0x1F90	0x8BBF    	STD        Y+23, R27
0x1F92	0x8FB8    	STD        Y+24, R27
0x1F94	0x01F3    	MOVW       R30, R6
0x1F96	0x9101    	LD         R16, Z+
0x1F98	0x9111    	LD         R17, Z+
0x1F9A	0x5F0E    	SUBI       R16, 254
0x1F9C	0x4F1F    	SBCI       R17, 255
0x1F9E	0x01F3    	MOVW       R30, R6
0x1FA0	0x9301    	ST         Z+, R16
0x1FA2	0x9311    	ST         Z+, R17
L___Lib_Sprintf__doprntf213:
;__Lib_Sprintf.c,617 :: 		
